filename, Darier_s-Disease, Epidermolysis-Bullosa-Pruriginosa, Hailey-Hailey-Disease, Hemangiome, Impetigo, Leishmanios, Lupus-Erythematosus-Chronicus-Discoides, Melanoma, Molluscum-Contagiosum, Porokeratosis, Psoriasis, Tinea-Corporis, Tungiasis, acne, basal-cell-carcinoma, eczema, lichen, nevus, normal skin
Darier_s-Disease-38-_jpg.rf.f24b0c7538f181b4f33035fd3141f0da.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
nevus-305-_jpg.rf.f1c0aeee80e194e5c50fa4996b5f08a0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
molluscum-contagiosum-166_jpg.rf.f1d05f55a3b6bb1020cde1b25a82fd71.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
LUPUS-25-_jpg.rf.f25591ef24e57a7ce2dba30787d9aeaa.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ringworm32_jpg.rf.f1e4a805184ac1a3d158076d326ee3b0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Basal-Cell-Carcinoma-101-_jpg.rf.f1e7a6bd71b9203742a02a9ceb07bdb7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Psoriasis-Hand-57_jpg.rf.f1c0fe4eab8ffe625f0f1674d8163010.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Epidermolysis-Bullosa-Pruriginosa-33-_jpg.rf.f26665ce134e450b38a57c03e8190620.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Molluscum-Contagiosum-92-_jpg.rf.f2633a0fb26c179ad5e9808dc7dc5332.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Basal-Cell-Carcinoma-30-_jpg.rf.f274be51516c2a8f190c7e1f89338c21.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
normal113_png_jpg.rf.f2844fc1e653370002ab2b3004682e5c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
normal47_png_jpg.rf.f294d703be1c825723e090244ef31065.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Darier_s-Disease-69-_jpg.rf.f2a6a43f6cc8d351ed8984c52447a9ba.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-12-_jpg.rf.f2aca327fa547eb1f9935bb391704911.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
melanoma_549_jpg.rf.f2b3b650449b842f77b0bb56bf1c054e.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Impetigo-49-_jpg.rf.f2c54dbbab65be7b783965744d3b904e.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
eczema-195-_jpg.rf.f2f3f3aff4bb5d7ce325f26a308b5798.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Epidermolysis-Bullosa-Pruriginosa-68-_jpg.rf.f2dc2162cd6347315ba27538be0d0e98.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Molluscum-Contagiosum-30-_jpg.rf.f2da829eba29ec46766d73ec0b396d4e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Darier_s-Disease-56-_jpg.rf.f2e6846c1b82574860ce686da2413be2.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Hailey-Hailey-Disease-42-_jpg.rf.f29f5ceae6183ce1253460677ebce969.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
lichen-69-_jpg.rf.f2e77dd6aae1bc1b0fb88979c90225ca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Basal-Cell-Carcinoma-243-_jpg.rf.f29e45229fca8c41df5c2b491138f1c7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
LEISHMANIOSE-53-_jpg.rf.f32e1f638e50b6c455e34b9b4ad2b8a0.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
dariers-disease-58_jpg.rf.f2e5408b1e89097d2a8793669b89ae66.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
lupus-chronic-cutaneous-50_jpg.rf.f311e3310d908b791f11d51b4b7bf25f.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
melanoma_5471_jpg.rf.f3281a1388fd6116578b0c57b83cb2d9.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
impetigo-36_jpg.rf.f3272b21c0ed118292fc768b8a7c6cd4.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Molluscum-Contagiosum-20-_jpg.rf.f32e19b68fb1eaba6b3277e186640b0d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
HEMANGIOME-17-_PNG.rf.f31a49a78014f705bdb8f422d07189a6.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
23_jpg.rf.f309261bbb511fc4d8843c940436f5a8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Molluscum-Contagiosum-101-_jpg.rf.f2ab6cc2a53abf1146c07dd01a8759da.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
istockphoto-968883018-1024x1024_jpg.rf.f32dd296894ebff09aa63f57d381ebe4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Basal-Cell-Carcinoma-167-_jpg.rf.f3130571f19d21246f774914e8d94746.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Impetigo-75-_jpg.rf.f2e0f7482f99ac510623653599c16b06.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Impetigo-39-_jpg.rf.f338ea9d0c109dfb7f741bba61452ca3.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
132467345_jpg.rf.f2f5c6e30f521f98a50bcb35e90a13a8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Molluscum-Contagiosum-8-_jpg.rf.f3484de2b448eae0bec5914b3e6a6713.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Melanoma-88-_jpg.rf.f34241f3ac6dea3df5467b6e409453cc.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Melanoma-98-_jpg.rf.f2a70d9f6d94af6fad8c5473864561fa.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RN1_PNG.rf.f34a355361a7cdb81f5c4fefdcf78dc8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
OIP-17-_jpg.rf.f2f73619326a424537eb982c2038a74e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Lupus-Erythematosus-Chronicus-Discoides-9-_jpg.rf.f33dda0b7a0a64bcdd7e742bde92a286.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
melanoma_9822_jpg.rf.f3539459f8f2d962cf26c686e12a8fd3.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
normal226_png_jpg.rf.f35584c1991467c0497574da747f617a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Psoriasis-16-_jpg.rf.f3579e97096048c23b2c1011b4878911.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Molluscum-Contagiosum-13-_jpg.rf.f38e2e02eb1a2b1cef01360666027cca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ringworm86_jpg.rf.f37d637bfa1984df356cd2310eb72454.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Impetigo-38-_JPG.rf.f3ce4c108d37996fdbe1d5d4c4418f98.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
normal40_png_jpg.rf.f3670e639593ee4ac53b03c91d27ec67.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Psoriasis-Chronic-Plaque-12_jpg.rf.f383571f4decd3d06e3c9ee48f4432dd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
dariers-disease-35_jpg.rf.f38d6bcef3340cc51f6ae7f6f70ce068.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
nevus-221-_jpg.rf.f3ac3c47b0d2efd0fac4e8bc2027aa97.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
DARIER22_png.rf.f363db0e1c56281d9f89ac10afdd28ce.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
TC9_jpg.rf.f3a29d771abaa88eac7c4310321a87bf.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
88_jpg.rf.f3996f2d9813fc34f5fcc7108608f244.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
HEMANGIOME-28-_PNG.rf.f3aed69412caf56cda2b843fea3d58b4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
tincorp9-4c254639fe6d48bbaed4e154f6f21647-1-Copy_jpg.rf.f3e5c60f2fabb15aeada3620e903cd64.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Hailey-Hailey-Disease-87-_jpg.rf.f3ef7500f8009f53cd7127716cb08f2c.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-208-_jpg.rf.f3ec5c5c8dac9733a5806b26c8d65b99.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Psoriasis-Chronic-Plaque-195_jpg.rf.f3d2f76f7ee73e92380019553083d789.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Basal-Cell-Carcinoma-179-_jpg.rf.f3c419ca6a8796d162edf28c23b9a98b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Capture-d-ecran-2024-05-20-234322_png.rf.f388ab10128701f41976ed9df8b5ed5b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Capture-d-ecran-2024-05-21-011119_png.rf.f389617272dc07ed40a4de396b868a22.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Impetigo-62-_jpg.rf.f4034aef08b74b3457226cc77409b23e.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
melanoma_496_jpg.rf.f3f1723808be2eb5ed5720d462b8bfcd.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-149-_jpg.rf.f41ddd81de8215316a7704a00f74eb7a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
HEMANGIOME-20-_PNG.rf.f4214392b15b701563151450d9095f3a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Impetigo-9-_jpg.rf.f41fb5d006249535b1a4afd776cce361.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Darier_s-Disease-17-_jpg.rf.f434edb3de85b0657c7a2a670de20dda.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
LEISHMANIOSE-10-_PNG.rf.f43e40ff5e3c6c931c61f64cd3f9e63c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Molluscum-Contagiosum-95-_jpg.rf.f44a8026305018fa2d47984b1baff074.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
lichen-planus-167_jpg.rf.f42e4777bed3f5101522dcb9fad6a840.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Melanoma-90-_jpg.rf.f447484453732d75355b4410b53fa272.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Impetigo-11-_jpg.rf.f443bc47d44605d05602614172cc0ac2.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Melanoma-114-_jpg.rf.f46d3aeb4e35cbe29474d84b24a4588f.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ECZEMA8_jpg.rf.f4579032662ff97eeb1db580c02c2152.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
melanoma_5105_jpg.rf.f4762f9f731a96d231384d90ac19ce3c.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94_jpg.rf.f4adc92f9d762b6efe9ac2fdbad694b1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
molluscum-contagiosum-115_jpg.rf.f49d13c92d03f73374085ab914c07038.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5_jpg.rf.f495008c0caffa00a18be898293f50b9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
dariers-disease-16_jpg.rf.f45d82a9a205ddba4a6e889e3196b846.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
melanoma_9795_jpg.rf.f46b340591f82181ad78912fd3a27fff.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
melanoma_5475_jpg.rf.f475c5dd74602791518be038d9f987d4.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Psoriasis-62-_jpg.rf.f426ff1342f1398a16fd19b90245084a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
